"","x"
"18097",5478
"18098",34518
"18099",57813
"18100",94333
"18101",80073
"18102",64242
"18103",94332
"18104",60135
"18105",92793
"18106",43104
"18107",14981
"18108",78708
"18109",58209
"18110",41015
"18111",23549
"18112",81754
"18113",82573
"18114",33999
"18115",55625
"18116",34698
"18117",12105
"18118",98338
"18119",94302
"18120",17570
"18121",80699
"18122",41111
"18123",54441
"18124",62406
"18125",58260
"18126",50809
"18127",67520
"18128",74955
"18129",50058
"18130",19442
"18131",64813
"18132",29082
"18133",85993
"18134",61751
"18135",43699
"18136",92132
"18137",39802
"18138",63232
"18139",62493
"18140",40298
"18141",63064
"18142",62856
"18143",54993
"18144",56166
"18145",99825
"18146",38779
"18147",85145
"18148",49808
"18149",8125
"18150",36167
"18151",46188
"18152",78947
"18153",92198
"18154",600
"18155",61615
"18156",96802
"18157",12500
"18158",96940
"18159",20421
"18160",87574
"18161",59400
"18162",77207
"18163",89138
"18164",18119
"18165",99911
"18166",69965
"18167",59180
"18168",99015
"18169",55494
"18170",74089
"18171",64499
"18172",70223
"18173",65216
"18174",55564
"18175",69474
"18176",74342
"18177",65437
"18178",73102
"18179",23707
"18180",53448
"18181",36672
"18182",8538
"18183",22194
"18184",51767
"18185",27346
"18186",84520
"18187",71026
"18188",18187
"18189",73538
"18190",62830
"18191",31822
"18192",47213
"18193",42246
"18194",17336
"18195",44563
"18196",88843
"18197",55990
"18198",42861
"18199",41301
"18200",36973
"18201",82598
"18202",45721
"18203",60406
"18204",40052
"18205",70448
"18206",44382
"18207",83483
"18208",29779
"18209",2765
"18210",71982
"18211",4866
"18212",77162
"18213",56118
"18214",58553
"18215",43971
"18216",47824
"18217",44536
"18218",11467
"18219",2910
"18220",9956
"18221",21155
"18222",77102
"18223",13977
"18224",12375
"18225",55021
"18226",40617
"18227",12412
"18228",3062
"18229",72064
"18230",67593
"18231",17983
"18232",77187
"18233",73142
"18234",11421
"18235",91200
"18236",53498
"18237",14388
"18238",76851
"18239",75392
"18240",26307
"18241",88657
"18242",27851
"18243",59216
"18244",9188
"18245",52212
"18246",19792
"18247",90064
"18248",38536
"18249",87144
"18250",41508
"18251",8730
"18252",24001
"18253",96933
"18254",11797
"18255",36763
"18256",78927
"18257",11332
"18258",56247
"18259",54835
"18260",23648
"18261",76498
"18262",44936
"18263",11226
"18264",3547
"18265",2688
"18266",76506
"18267",17795
"18268",68187
"18269",91382
"18270",6521
"18271",40373
"18272",31556
"18273",58433
"18274",53749
"18275",51112
"18276",53863
"18277",58887
"18278",26155
"18279",53544
"18280",27716
"18281",20550
"18282",98196
"18283",99720
"18284",92411
"18285",97559
"18286",9899
"18287",77751
"18288",56491
"18289",36948
"18290",46009
"18291",22260
"18292",15979
"18293",70288
"18294",9743
"18295",284
"18296",57980
"18297",62343
"18298",98044
"18299",12547
"18300",74753
"18301",42692
"18302",61666
"18303",4392
"18304",96038
"18305",74303
"18306",15637
"18307",70052
"18308",14054
"18309",91375
"18310",97485
"18311",77109
"18312",46951
"18313",62888
"18314",68570
"18315",14587
"18316",2615
"18317",38820
"18318",33818
"18319",95201
"18320",58886
"18321",2931
"18322",49262
"18323",46594
"18324",69609
"18325",90896
"18326",30765
"18327",37398
"18328",26454
"18329",40375
"18330",47253
"18331",16570
"18332",69125
"18333",8380
"18334",19921
"18335",12429
"18336",37294
"18337",62357
"18338",75153
"18339",43214
"18340",47642
"18341",88223
"18342",1507
"18343",56397
"18344",33503
"18345",5492
"18346",4335
"18347",79696
"18348",55726
"18349",19697
"18350",18815
"18351",3822
"18352",77613
"18353",24168
"18354",56882
"18355",40674
"18356",1725
"18357",32044
"18358",90477
"18359",46604
"18360",79488
"18361",96745
"18362",54033
"18363",65967
"18364",95669
"18365",46883
"18366",91554
"18367",95688
"18368",64925
"18369",50890
"18370",39604
"18371",4970
"18372",64283
"18373",99227
"18374",62444
"18375",48603
"18376",41063
"18377",78318
"18378",82783
"18379",5040
"18380",44050
"18381",68219
"18382",70781
"18383",25843
"18384",56364
"18385",34265
"18386",79188
"18387",32093
"18388",5533
"18389",8656
"18390",32569
"18391",70475
"18392",60520
"18393",85925
"18394",61557
"18395",53620
"18396",19292
"18397",10558
"18398",65956
"18399",19256
"18400",43781
"18401",95959
"18402",73592
"18403",91123
"18404",94518
"18405",7721
"18406",1832
"18407",30692
"18408",73446
"18409",18170
"18410",17711
"18411",65067
"18412",91151
"18413",89928
"18414",45052
"18415",64300
"18416",47315
"18417",91809
"18418",56125
"18419",34918
"18420",72362
"18421",69157
"18422",48318
"18423",21717
"18424",90342
"18425",85266
"18426",36707
"18427",77032
"18428",78624
"18429",44759
"18430",66186
"18431",54820
"18432",54192
"18433",93124
"18434",36800
"18435",34431
"18436",45754
"18437",39113
"18438",86631
"18439",16652
"18440",84799
"18441",36155
"18442",21944
"18443",78907
"18444",20123
"18445",96785
"18446",58194
"18447",59754
"18448",30798
"18449",52511
"18450",38644
"18451",15867
"18452",18145
"18453",18787
"18454",68975
"18455",94752
"18456",89309
"18457",83837
"18458",95856
"18459",94489
"18460",40112
"18461",89902
"18462",90956
"18463",9252
"18464",57584
"18465",370
"18466",97733
"18467",56028
"18468",34156
"18469",79403
"18470",77578
"18471",48103
"18472",35707
"18473",50658
"18474",48480
"18475",71310
"18476",92428
"18477",26500
"18478",96160
"18479",15888
"18480",79240
"18481",93289
"18482",64398
"18483",8315
"18484",93666
"18485",97209
"18486",63701
"18487",9560
"18488",28710
"18489",1758
"18490",33298
"18491",14286
"18492",89699
"18493",89808
"18494",34557
"18495",95853
"18496",97227
"18497",62235
"18498",16010
"18499",38220
"18500",33114
"18501",38702
"18502",11028
"18503",24885
"18504",76196
"18505",37866
"18506",36136
"18507",89034
"18508",77355
"18509",93933
"18510",37689
"18511",96216
"18512",60561
"18513",84533
"18514",30269
"18515",88257
"18516",47581
"18517",64041
"18518",44407
"18519",21861
"18520",93617
"18521",35260
"18522",57979
"18523",26764
"18524",95834
"18525",41484
"18526",1638
"18527",30094
"18528",38603
"18529",55528
"18530",56525
"18531",7524
"18532",3450
"18533",87638
"18534",7754
"18535",82822
"18536",13728
"18537",48962
"18538",37087
"18539",11051
"18540",10216
"18541",13963
"18542",8584
"18543",76999
"18544",25682
"18545",76846
"18546",3113
"18547",50376
"18548",33945
"18549",39109
"18550",91058
"18551",82470
"18552",57899
"18553",56260
"18554",23600
"18555",31291
"18556",88993
"18557",35731
"18558",31003
"18559",66609
"18560",41598
"18561",25578
"18562",1021
"18563",94929
"18564",83354
"18565",660
"18566",41822
"18567",13455
"18568",5819
"18569",88457
"18570",66408
"18571",70874
"18572",68287
"18573",2206
"18574",27572
"18575",24232
"18576",25728
"18577",80269
"18578",6994
"18579",78162
"18580",48601
"18581",46464
"18582",40418
"18583",51978
"18584",25940
"18585",31907
"18586",18064
"18587",5722
"18588",49710
"18589",30733
"18590",74791
"18591",21599
"18592",64425
"18593",74747
"18594",60001
"18595",45441
"18596",29416
"18597",8560
"18598",38678
"18599",32894
"18600",65816
"18601",96472
"18602",80990
"18603",24915
"18604",71061
"18605",79580
"18606",97011
"18607",7170
"18608",89837
"18609",48653
"18610",49428
"18611",20368
"18612",93734
"18613",31118
"18614",59695
"18615",9363
"18616",80031
"18617",2281
"18618",13940
"18619",24459
"18620",86145
"18621",81787
"18622",56854
"18623",21317
"18624",16332
"18625",48716
"18626",8202
"18627",88176
"18628",81810
"18629",1844
"18630",98262
"18631",43071
"18632",69460
"18633",35266
"18634",76384
"18635",78936
"18636",14739
"18637",84134
"18638",38367
"18639",56230
"18640",56468
"18641",74282
"18642",87613
"18643",56311
"18644",34611
"18645",70025
"18646",58830
"18647",77304
"18648",39850
"18649",60052
"18650",13381
"18651",65461
"18652",24397
"18653",28537
"18654",40686
"18655",28529
"18656",98456
"18657",64933
"18658",19297
"18659",54007
"18660",2348
"18661",61510
"18662",12285
"18663",157
"18664",79864
"18665",50702
"18666",20557
"18667",57377
"18668",96526
"18669",61742
"18670",6985
"18671",83096
"18672",3601
"18673",63034
"18674",88439
"18675",4472
"18676",71629
"18677",73523
"18678",28019
"18679",85878
"18680",65141
"18681",64770
"18682",3835
"18683",39467
"18684",10343
"18685",20751
"18686",77666
"18687",13741
"18688",36140
"18689",44606
"18690",73314
"18691",21809
"18692",34247
"18693",72634
"18694",55526
"18695",26981
"18696",5886
"18697",6664
"18698",36294
"18699",68481
"18700",83016
"18701",8344
"18702",2870
"18703",58321
"18704",23228
"18705",50285
"18706",86596
"18707",21548
"18708",1275
"18709",46245
"18710",93456
"18711",59376
"18712",16541
"18713",33007
"18714",37862
"18715",406
"18716",9746
"18717",3564
"18718",30984
"18719",12860
"18720",95812
"18721",35916
"18722",1819
"18723",12901
"18724",27852
"18725",2847
"18726",67457
"18727",9678
"18728",64394
"18729",34227
"18730",9928
"18731",19709
"18732",54162
"18733",91691
"18734",18531
"18735",54883
"18736",81279
"18737",40684
"18738",36629
"18739",93197
"18740",74454
"18741",45170
"18742",44364
"18743",78601
"18744",47589
"18745",63110
"18746",99111
"18747",82170
"18748",7400
"18749",99030
"18750",96599
"18751",96615
"18752",53679
"18753",65784
"18754",31179
"18755",17507
"18756",51660
"18757",85191
"18758",40479
"18759",66835
"18760",38938
"18761",79992
"18762",72536
"18763",91113
"18764",83866
"18765",49332
"18766",84185
"18767",36923
"18768",52986
"18769",32131
"18770",56932
"18771",4381
"18772",68941
"18773",23936
"18774",73038
"18775",19308
"18776",5185
"18777",19192
"18778",76251
"18779",3096
"18780",43670
"18781",61223
"18782",54062
"18783",73765
"18784",5521
"18785",11501
"18786",50957
"18787",6599
"18788",67843
"18789",99289
"18790",97609
"18791",69479
"18792",14879
"18793",10418
"18794",25515
"18795",55667
"18796",43948
"18797",85062
"18798",78677
"18799",48439
"18800",43993
"18801",26903
"18802",50877
"18803",78713
"18804",67970
"18805",36299
"18806",30077
"18807",1608
"18808",24934
"18809",10102
"18810",81348
"18811",43268
"18812",98486
"18813",73695
"18814",68098
"18815",32621
"18816",34387
"18817",39277
"18818",87600
"18819",89538
"18820",57436
"18821",93704
"18822",38859
"18823",12158
"18824",14020
"18825",20666
"18826",19634
"18827",47162
"18828",36827
"18829",2297
"18830",9224
"18831",95753
"18832",49155
"18833",81119
"18834",14896
"18835",87788
"18836",57629
"18837",65580
"18838",1733
"18839",99489
"18840",34077
"18841",15740
"18842",35718
"18843",47668
"18844",68341
"18845",22639
"18846",25423
"18847",58955
"18848",68352
"18849",68504
"18850",95728
"18851",49373
"18852",85560
"18853",19111
"18854",62490
"18855",6524
"18856",83436
"18857",15944
"18858",66332
"18859",91525
"18860",31870
"18861",72260
"18862",24635
"18863",51721
"18864",38272
"18865",90140
"18866",85059
"18867",94102
"18868",5551
"18869",48334
"18870",33176
"18871",47023
"18872",93969
"18873",46352
"18874",75996
"18875",88329
"18876",40461
"18877",16818
"18878",39415
"18879",77038
"18880",31771
"18881",57411
"18882",76050
"18883",4995
"18884",94109
"18885",65227
"18886",47476
"18887",83936
"18888",2834
"18889",32076
"18890",59866
"18891",94093
"18892",43600
"18893",96778
"18894",5473
"18895",23491
"18896",37645
"18897",27355
"18898",39266
"18899",56361
"18900",55955
"18901",14677
"18902",15272
"18903",34746
"18904",23996
"18905",1178
"18906",69872
"18907",46834
"18908",25860
"18909",77559
"18910",1121
"18911",10933
"18912",16783
"18913",44664
"18914",56646
"18915",18763
"18916",27884
"18917",75245
"18918",57857
"18919",77384
"18920",58206
"18921",74493
"18922",22446
"18923",92971
"18924",99133
"18925",70205
"18926",25944
"18927",55891
"18928",4804
"18929",70050
"18930",71555
"18931",90733
"18932",19311
"18933",96118
"18934",78727
"18935",28247
"18936",14535
"18937",99705
"18938",117
"18939",87434
"18940",78221
"18941",65715
"18942",85586
"18943",63500
"18944",16761
"18945",12562
"18946",27006
"18947",27433
"18948",26022
"18949",87344
"18950",440
"18951",18646
"18952",1390
"18953",82202
"18954",54068
"18955",25992
"18956",1572
"18957",61221
"18958",78217
"18959",81374
"18960",95098
"18961",39056
"18962",23505
"18963",18059
"18964",19209
"18965",25303
"18966",49816
"18967",99658
"18968",45392
"18969",88680
"18970",158
"18971",63764
"18972",42863
"18973",75127
"18974",98267
"18975",3567
"18976",61464
"18977",63644
"18978",84926
"18979",21889
"18980",46572
"18981",2838
"18982",68579
"18983",23611
"18984",11093
"18985",16345
"18986",77855
"18987",61053
"18988",34753
"18989",46154
"18990",94336
"18991",20474
"18992",16163
"18993",88304
"18994",10139
"18995",65287
"18996",77435
"18997",29605
"18998",92690
"18999",65060
"19000",81889
"19001",97131
"19002",82079
"19003",72304
"19004",90526
"19005",16150
"19006",75008
"19007",43204
"19008",18054
"19009",64773
"19010",98802
"19011",44943
"19012",71209
"19013",13537
"19014",59746
"19015",57930
"19016",61009
"19017",57345
"19018",88186
"19019",29672
"19020",27798
"19021",96469
"19022",11907
"19023",9080
"19024",70934
"19025",51528
"19026",25975
"19027",69282
"19028",47869
"19029",8133
"19030",77430
"19031",100
"19032",92655
"19033",89196
"19034",1895
"19035",59
"19036",14796
"19037",83254
"19038",40691
"19039",28654
"19040",33444
"19041",13847
"19042",38174
"19043",13400
"19044",51071
"19045",98015
"19046",74502
"19047",4727
"19048",99231
"19049",22389
"19050",43173
"19051",61762
"19052",88717
"19053",52125
"19054",21705
"19055",7364
"19056",1744
"19057",77560
"19058",63057
"19059",87339
"19060",14276
"19061",72261
"19062",15209
"19063",61375
"19064",26876
"19065",75511
"19066",56744
"19067",19127
"19068",60698
"19069",61282
"19070",20167
"19071",32068
"19072",55131
"19073",37365
"19074",69980
"19075",11315
"19076",16970
"19077",14311
"19078",78125
"19079",59185
"19080",97753
"19081",29465
"19082",16514
"19083",72638
"19084",36844
"19085",1461
"19086",54319
"19087",86362
"19088",18230
"19089",11351
"19090",83981
"19091",38398
"19092",51897
"19093",92754
"19094",66379
"19095",73826
"19096",27985
"19097",24215
"19098",36211
"19099",26882
"19100",74077
"19101",55365
"19102",78621
"19103",17599
"19104",91750
"19105",74578
"19106",92395
"19107",30967
"19108",1180
"19109",47941
"19110",16242
"19111",36649
"19112",11025
"19113",96960
"19114",20025
"19115",66496
"19116",88402
"19117",9675
"19118",95805
